"","ADM1_CODE","year","value","upper","lower"
"97",19050,2000,7.43197231302078,8.25949466465789,6.51832904091026
"98",19066,2000,10.1866816407704,11.1821517141774,9.18683000066332
"99",19176,2000,9.158567001259,10.5000336806168,7.74675406562965
"100",19239,2000,8.07090946660995,8.9306955438357,7.16702272712672
"101",20050,2000,7.53558915282715,8.65422790245315,6.51037051643181
"102",20066,2000,7.96170059487954,9.04171948811091,6.78846034966658
"103",20176,2000,7.55625489602909,8.99667118658544,6.13009598045417
"104",20239,2000,8.37851905393599,9.26521693002435,7.47356859268165
"105",21050,2000,6.44674273182857,7.46007272152851,5.54036857186058
"106",21066,2000,7.48157865743889,8.48076448625154,6.52413616308015
"107",21176,2000,8.09669648570172,9.29892931650231,6.89702874964874
"108",21239,2000,8.63318137505294,9.46314561351773,7.81431669833945
"109",22050,2000,7.33223131363378,8.22817355016127,6.38940520853405
"110",22066,2000,7.22012135464651,8.27294304262385,6.23687033408794
"111",22176,2000,6.88843949469118,7.90524703144175,5.78576255351867
"112",22239,2000,8.50853144288861,9.38551431908766,7.60016814918227
"113",23050,2000,6.30061330340343,7.36571972884483,5.23572121987154
"114",23066,2000,7.9826969294847,8.97488216263794,6.95486071298763
"115",23176,2000,6.93713888062354,8.2468020906024,5.77096282435195
"116",23239,2000,9.3812130159301,10.3758534131536,8.37863258205888
"117",24050,2000,8.20720883883089,9.38970573073116,7.11286889272068
"118",24066,2000,7.75910117264594,8.78223008216094,6.67992857592046
"119",24176,2000,9.02165394091064,10.4291103899436,7.61735399846707
"120",24239,2000,8.6817127219628,9.63619211370388,7.67231192731007
"121",25050,2000,8.10576286740601,9.22440136478288,7.05297191698854
"122",25176,2000,8.00890160195864,9.17439364421894,6.82016685069344
"123",25239,2000,8.80731479120282,9.55265101525755,8.01836574244287
"124",26050,2000,NA,NA,NA
"125",26176,2000,7.13057454838006,8.28454544765584,5.97149133072007
"126",27050,2000,7.67575545014205,8.62600900515469,6.77061152195841
"127",28050,2000,7.30394146112605,8.40313076684743,6.3142196944279
"128",29050,2000,7.26727851162481,8.19802371865331,6.30495404369166
"129",30050,2000,8.06495116775803,8.97539090896483,7.2053757088264
"130",31050,2000,6.71072749780115,8.07169942725193,5.42696629868366
"131",32050,2000,6.61107265543555,7.57188333706184,5.73699740643602
"132",1032,2001,6.10320541067817,6.50254275818772,5.67484045290188
"133",1050,2001,6.78852540281286,7.64143963602974,5.86081283887109
"134",1066,2001,8.46802818435243,9.0187572354327,7.94579699157598
"135",1176,2001,6.68582820933149,7.81374785358158,5.50783732250604
"136",1225,2001,8.95530337403604,10.8988074600347,6.831299658726
"137",1239,2001,8.67763072593916,9.65874439901911,7.68497775052985
"138",2032,2001,7.1877982422702,7.54506565579072,6.83905927955716
"139",2050,2001,7.8292825850111,8.68963028094344,6.89496821504784
"140",2066,2001,7.21700260442049,7.74132198165108,6.71948791391593
"141",2176,2001,7.94342011277522,9.18969938929147,6.77871903388994
"142",2225,2001,9.36869661753252,11.2464565906532,7.37763886378542
"143",2239,2001,9.39875593545245,9.79410668923833,8.99555886547263
"144",3032,2001,7.56571752771227,8.02754679967998,7.10158207920739
"145",3050,2001,6.59956129559607,7.48832160891724,5.67289363256296
"146",3066,2001,7.03432066836533,7.56122303907075,6.52751932121086
"147",3176,2001,6.88851590966346,8.21298203802566,5.48129332365765
"148",3225,2001,8.45983915427673,10.205576647638,6.47852929569711
"149",3239,2001,7.87219325304175,8.32111890792491,7.43399413584548
"150",4032,2001,7.91932559530435,8.21886767258561,7.62659603538086
"151",4050,2001,8.90181301318803,9.9388777296082,7.88673060151344
"152",4066,2001,8.02246926774398,8.75840701965672,7.28497576394529
"153",4176,2001,9.48268979516966,10.7725697104021,8.2166861421057
"154",4225,2001,9.19914758183848,11.1380053353947,7.18003482646275
"155",4239,2001,9.82905795834488,10.1682479387045,9.50959427139439
"156",5032,2001,7.94160463797918,8.38359024865148,7.49324497198752
"157",5050,2001,7.88705197145391,8.77083971247566,6.98774880051774
"158",5066,2001,7.47909994204058,8.03439306050744,6.92782029635775
"159",5176,2001,6.9980048950853,8.2346740485581,5.74062526293777
"160",5225,2001,7.67745538150327,9.4218741161723,5.71240811422032
"161",5239,2001,8.28589757593518,8.71618901062428,7.8361892623605
"162",6032,2001,6.93433329355485,7.7165775433928,6.14068064335983
"163",6050,2001,7.25859987002496,8.23650639852309,6.25990607507015
"164",6066,2001,7.36459833760519,7.83448857362202,6.89971546563021
"165",6176,2001,6.60067275267398,7.81036431105112,5.43263320890523
"166",6225,2001,8.66674583531601,10.5328214059217,6.68204510408627
"167",6239,2001,9.68144978371592,10.0645471267828,9.33101568855797
"168",7032,2001,6.26812939455106,6.62391931547362,5.91916729220767
"169",7050,2001,7.70196540079599,8.73874887114673,6.56493218005646
"170",7066,2001,9.34037531691648,9.88099906607181,8.80677526037849
"171",7176,2001,10.3502772559377,11.9403835277176,8.79412365533124
"172",7225,2001,8.15761396397509,10.1454834339252,5.92741541370912
"173",7239,2001,10.0748307672968,10.4278457168063,9.73637163993152
"174",8032,2001,8.34868167057653,8.6415338507524,8.05108173208381
"175",8050,2001,6.52441170579953,7.61152346335799,5.47561061531142
"176",8066,2001,7.87472235565179,8.46329046814881,7.2869569591192
"177",8176,2001,7.22851816018599,8.52479551096278,6.00287042029936
"178",8225,2001,9.51890720656769,11.6603410262736,7.45293224883164
"179",8239,2001,8.14547452898386,8.87826036947129,7.47114282471668
"180",9032,2001,7.31558646950904,7.76731693409602,6.83451335555783
"181",9050,2001,6.99035240147319,8.11018278872227,5.8448842808887
"182",9066,2001,9.24516899421812,10.622653579902,7.83916295854107
"183",9176,2001,6.93629347421441,8.30014447106924,5.57183237897584
"184",9225,2001,8.85854517607403,10.6258201975241,6.84727987743682
"185",9239,2001,9.08382905395755,9.85010892857276,8.24072118870033
"186",10050,2001,6.56509354765437,7.49569580384547,5.64858183078576
"187",10066,2001,9.26467185736512,9.62603492156516,8.91217871877767
"188",10176,2001,6.82868336782208,8.17142173431034,5.4742806171548
"189",10225,2001,9.19494204106158,11.1601274157376,7.1347661489672
"190",10239,2001,NA,NA,NA
"191",11050,2001,7.28267367058216,8.13528029695215,6.38369864868873
"192",11066,2001,7.99574353602999,8.57421308574278,7.43955863411536
"193",11176,2001,9.68346381239652,10.9213500072778,8.30900956239472
"194",11225,2001,8.91162291064159,10.8285713481333,6.82522213072297
"195",11239,2001,10.5415657714025,10.979521847748,10.1137346562086
"196",12050,2001,6.58587811565955,7.54732097714683,5.64168253468996
"197",12066,2001,9.12687007085313,9.67195372458405,8.5821744900558
"198",12176,2001,8.00664817947787,9.27595227926176,6.8328302215154
"199",12225,2001,7.76155152044138,9.57727974671332,5.77596272429893
"200",12239,2001,9.0856775984135,9.52605347355901,8.64262857302054
"201",13050,2001,7.1029324112412,8.10860439794509,6.11602821130638
"202",13066,2001,7.668947286093,8.04219393440739,7.30418948919749
"203",13176,2001,8.56384965844884,9.88004186967534,7.23222471690066
"204",13225,2001,8.25056486028503,10.1414716138781,6.24036228813816
"205",13239,2001,8.47562035187639,8.87656176880565,8.0636531549158
"206",14050,2001,8.88819427362671,9.87026414878129,7.9649060221889
"207",14066,2001,7.67620445760189,8.03078592571999,7.31822243410701
"208",14176,2001,8.77496979017435,10.2160672612659,7.26917569007425
"209",14225,2001,7.52481894714075,9.63525679636349,5.44935617417184
"210",14239,2001,9.16682370321091,9.53731753342545,8.79345581750159
"211",15050,2001,6.83519871903513,7.95744063693235,5.77952420361027
"212",15066,2001,7.01667173625011,7.69262748191023,6.2623544638451
"213",15176,2001,10.1237768188844,11.6975008955873,8.54363905495934
"214",15225,2001,8.90779881544348,10.7608854659179,6.87947878116135
"215",15239,2001,8.38616986291335,8.77970700103361,7.9729523798558
"216",16050,2001,7.11282606909659,8.40077077088668,5.88603380312951
"217",16066,2001,7.81623291118028,8.58561722390943,6.97268636375558
"218",16176,2001,9.21846737941596,10.3989940521403,8.05606880554465
"219",16239,2001,9.55841893845846,9.86346737392133,9.25446882083155
"220",17050,2001,6.97347411015868,7.94598906140159,5.98987194990549
"221",17066,2001,7.0580374989544,7.88446757783043,6.23845568509232
"222",17176,2001,7.29166864867813,7.94868084148016,6.6171374210999
"223",17239,2001,9.43753576676532,9.85766749202531,9.07243713299775
"224",18050,2001,6.31224659439672,7.24308418582973,5.37747955507662
"225",18066,2001,7.90049397335734,8.75511654603452,6.96354943097627
"226",18176,2001,7.26843333688841,8.37876889390143,6.17670028438116
"227",18239,2001,9.86880193240676,10.4834631904534,9.26378554753367
"228",19050,2001,7.49518555937771,8.34604123097466,6.61437187212957
"229",19066,2001,10.4346532433292,10.8630546140514,10.0184935728492
"230",19176,2001,9.34335478673805,10.5859243637722,7.98345842256386
"231",19239,2001,8.13057746220616,8.52304776936503,7.72715605300039
"232",20050,2001,7.61369553969116,8.70691960806636,6.56727597189373
"233",20066,2001,7.99394775453709,8.69020857655194,7.27046102726952
"234",20176,2001,7.71093420640399,9.11323263561891,6.328041535528
"235",20239,2001,8.4892979865915,8.95508442704859,8.03183754047073
"236",21050,2001,6.48864013212431,7.27626473194268,5.62212505332385
"237",21066,2001,7.53339652870985,8.05337954885639,7.03322315325428
"238",21176,2001,8.15024048220861,9.25688629619904,7.11723879641867
"239",21239,2001,8.77245378963788,9.15708291713333,8.3768382638852
"240",22050,2001,7.38910861594715,8.13423738565494,6.62749277766832
"241",22066,2001,7.26988655334851,8.08344949152809,6.51024660423368
"242",22176,2001,6.94743748458558,7.90640744309409,5.93953002448065
"243",22239,2001,8.62174945632038,9.03008409807624,8.17831017780797
"244",23050,2001,6.3535228279595,7.37469898532826,5.38466821413061
"245",23066,2001,8.02543917363798,8.51565986608243,7.53664582787288
"246",23176,2001,7.01720667706728,8.27620784026352,5.93078060625667
"247",23239,2001,9.55657853691907,10.0474717893209,9.07633900625466
"248",24050,2001,8.32583179276673,9.47848372730814,7.14367030489376
"249",24066,2001,7.89807688823822,8.67499374519199,7.05552920096874
"250",24176,2001,9.17833038342524,10.4608224433545,7.75536110798499
"251",24239,2001,8.80452388612773,9.28187720153505,8.34591772526615
"252",25050,2001,8.21069474769993,9.35849919626326,7.09955784808
"253",25176,2001,8.10937987287322,9.04673686554739,7.12041156915121
"254",25239,2001,8.8887695757552,9.22668253986709,8.58823775254758
"255",26050,2001,NA,NA,NA
"256",26176,2001,7.37566318095828,8.50994780983688,6.20933696245133
"257",27050,2001,7.80176714828614,8.79273681159918,6.85300670506191
"258",28050,2001,7.41595570645934,8.54413243387146,6.29927302220897
"259",29050,2001,7.37731953159435,8.36614992006189,6.45517984896062
"260",30050,2001,8.22548047953865,9.20561930284201,7.1810930041406
"261",31050,2001,6.88726297731585,8.17693005441025,5.58618889905189
"262",32050,2001,6.69195950713295,7.56566106675536,5.77620407808683
"263",1032,2002,6.32234359674454,7.0652906993751,5.56624617852932
"264",1050,2002,7.05369725523758,7.99149961236177,6.12392262451114
"265",1066,2002,8.56494196480575,9.51357658608157,7.5856946388825
"266",1176,2002,6.70073624130096,7.74303396331095,5.54683524918301
"267",1225,2002,9.01659855460373,11.0298963107131,6.86360063022556
"268",1239,2002,8.76421062739345,9.86914974265243,7.64291817872093
"269",2032,2002,7.43685347180763,8.27334326201681,6.62979108127806
"270",2050,2002,7.99158514212408,8.87294990258349,7.08647175608751
"271",2066,2002,7.35513463268151,8.26252094885847,6.4301514198868
"272",2176,2002,7.99865763567086,9.16594409708608,6.86064504136188
"273",2225,2002,9.41655047338902,11.3592324319473,7.36195563619747
"274",2239,2002,9.49596195693768,10.3650487181358,8.69568505824506
"275",3032,2002,7.71061292012357,8.33827907880768,7.1325802670104
"276",3050,2002,6.83842780213579,7.73264953445199,5.89758933652588
"277",3066,2002,7.14913180128786,8.04667880305802,6.20449112335448
"278",3176,2002,6.94443825866243,8.16808729434914,5.68534750203075
"279",3225,2002,8.5074400319271,10.328898868824,6.55029815592249
"280",3239,2002,8.08103774780392,8.85168633985864,7.34726425012871
"281",4032,2002,8.0853047908364,8.85645528708869,7.34051018506911
"282",4050,2002,9.03499617074471,10.0565583141691,7.98597824189517
"283",4066,2002,8.11606119091786,9.09136527653648,7.16018379246886
"284",4176,2002,9.67801156386179,10.9312390080726,8.46905783393037
"285",4225,2002,9.26271158665349,11.2131656335032,7.16150143325229
"286",4239,2002,9.96125159806377,10.9018567397478,8.98612543246138
"287",5032,2002,8.06536879899826,8.87706899538184,7.29974786768445
"288",5050,2002,7.974872114228,8.86932588355386,7.05972436949356
"289",5066,2002,7.62865688280376,8.61356077143848,6.64609859304156
"290",5176,2002,7.04782423080846,8.21464702571729,5.81430147521491
"291",5225,2002,7.72689709098676,9.61438004415387,5.78632516603106
"292",5239,2002,8.51318680823386,9.36820578930701,7.59351174197958
"293",6032,2002,7.20271293450923,8.05507061119133,6.32865805034103
"294",6050,2002,7.35976404014353,8.26843100674668,6.39762255215316
"295",6066,2002,7.53193642803581,8.51373992777038,6.56702815044975
"296",6176,2002,6.59833031320866,7.70417461103809,5.51000297318041
"297",6225,2002,8.70032268696263,10.6482928196975,6.72666291803236
"298",6239,2002,9.76172583414919,10.5760568891103,8.98255110748575
"299",7032,2002,6.47468298645682,7.11625199474724,5.82017632000381
"300",7050,2002,7.79044092847901,8.7912970573193,6.78764454699455
"301",7066,2002,9.44665805376977,10.3897445498359,8.42734212130969
"302",7176,2002,10.488968215642,12.0224763124612,9.01201229730579
"303",7225,2002,8.18835389115488,10.2289841090427,6.11509936382424
"304",7239,2002,10.1942797631156,11.1729527747829,9.25954616931213
"305",8032,2002,8.46363819257208,9.17861276244305,7.74226391046302
"306",8050,2002,6.57042867351499,7.58762155590263,5.58640878108042
"307",8066,2002,7.99067129486744,8.81877452493279,7.11140431428578
"308",8176,2002,7.32298087818168,8.59105768738891,6.23567472287682
"309",8225,2002,9.61034976043647,11.6769149193764,7.51397737929484
"310",8239,2002,8.31403529040464,9.35683564571186,7.31163012415145
"311",9032,2002,7.45493587916505,8.24908037788281,6.57577488156242
"312",9050,2002,7.08122725592777,8.14753447413464,6.00502390673566
"313",9066,2002,9.25123658340161,10.6104124835253,7.81985255089098
"314",9176,2002,6.99243788332516,8.28077475365556,5.67083384099376
"315",9225,2002,8.91642973418368,10.8418367784331,7.00241081159709
"316",9239,2002,9.13658982392216,10.2237756976954,8.07731252385548
"317",10050,2002,6.63814364624726,7.56151584252141,5.74132705192802
"318",10066,2002,9.38066133452805,10.202252153728,8.47315035285267
"319",10176,2002,6.85000996202736,8.13874987864066,5.57075352800111
"320",10225,2002,9.2359220410016,11.1195598145373,7.12393071088231
"321",10239,2002,NA,NA,NA
"322",11050,2002,7.39998864641928,8.25724192017982,6.53621492203555
"323",11066,2002,8.14020318637186,9.11181365739368,7.13666711732516
"324",11176,2002,9.85584026525701,11.0869877413933,8.55775249136464
"325",11225,2002,8.97312768820755,10.8973155200687,6.91021216598785
"326",11239,2002,10.6366391383045,11.607813944346,9.62914116175273
"327",12050,2002,6.6469594342116,7.52842782515859,5.68771910174781
"328",12066,2002,9.13567492619365,10.0675087384333,8.23603828877194
"329",12176,2002,8.1480647461288,9.35371684572207,6.98710062654808
"330",12225,2002,7.8160720640561,9.61536353583351,5.80156934535454
"331",12239,2002,9.11381881655782,9.95484771720083,8.29158728505382
"332",13050,2002,7.20668197531358,8.18377341419652,6.29998993131375
"333",13066,2002,7.81597700114057,8.63431333173616,6.98439775338042
"334",13176,2002,8.64729047893487,9.89032331271921,7.2810269423214
"335",13225,2002,8.28818051644756,10.2452043730324,6.27219930637668
"336",13239,2002,8.61584183029484,9.37076760213062,7.83063716587604
"337",14050,2002,9.05430280062575,10.0401293211426,8.15141645057689
"338",14066,2002,7.84667354173661,8.66362849892669,7.02941237419296
"339",14176,2002,8.85139086737843,10.1352855659926,7.47301744867395
"340",14225,2002,7.60193912947013,9.65514295680725,5.47354830350427
"341",14239,2002,9.27532045184718,10.1654546577884,8.32713659703595
"342",15050,2002,6.90319357755066,8.00733120047486,5.83710795649453
"343",15066,2002,7.08135001625182,8.03065797495921,6.11096973052988
"344",15176,2002,10.2644496896932,11.751700023114,8.76704148727448
"345",15225,2002,8.96469653682211,10.8255682306465,6.96392621353309
"346",15239,2002,8.61227920495068,9.44901003606672,7.76253726897304
"347",16050,2002,7.16335988609997,8.34527512472144,6.01570289996017
"348",16066,2002,7.96365306289884,9.06026423247314,6.84176679662772
"349",16176,2002,9.34985512557613,10.4678572432452,8.21750705099268
"350",16239,2002,9.68394899703979,10.6044132442154,8.68142453856746
"351",17050,2002,7.02223547074186,7.8989213730852,6.12793718492069
"352",17066,2002,7.24918657707854,8.30131586554285,6.21768406537319
"353",17176,2002,7.43035296426841,8.0857382477714,6.83811480371292
"354",17239,2002,9.51230163750723,10.4177818772642,8.72993127260263
"355",18050,2002,6.37144367649593,7.30406305119165,5.45779206379286
"356",18066,2002,8.01949535659031,9.19571583404022,6.84464564662932
"357",18176,2002,7.45727883485441,8.55263788807316,6.43266089115387
"358",18239,2002,9.99066729308363,11.0800124586505,8.996906898267
"359",19050,2002,7.57290254225675,8.48154533512199,6.72060214292786
"360",19066,2002,10.5118651061675,11.4381927944457,9.57077759571288
"361",19176,2002,9.55418407061775,10.8517067997978,8.28634668756511
"362",19239,2002,8.32309537736892,9.23387635660378,7.50002145811942
"363",20050,2002,7.68888373850362,8.69804906107158,6.64282807170773
"364",20066,2002,8.16636627117715,9.20603519856645,7.1059398341087
"365",20176,2002,7.82237381012833,9.21810366221436,6.49377951264422
"366",20239,2002,8.63634242766726,9.46269713859026,7.79379965511414
"367",21050,2002,6.58686263276064,7.4645938532428,5.72535625877193
"368",21066,2002,7.68984538543253,8.65117435692783,6.72825801864768
"369",21176,2002,8.23693474615236,9.33592010415828,7.12291375674389
"370",21239,2002,8.99499395685229,9.87911300212801,8.1364110342576
"371",22050,2002,7.45386968899854,8.31937031642467,6.58406835471881
"372",22066,2002,7.48358854619284,8.430752509901,6.53302149681655
"373",22176,2002,7.14847569896399,8.16219402995194,6.12387574016483
"374",22239,2002,8.77785440172885,9.66191715428997,7.76631455031128
"375",23050,2002,6.54687845512803,7.54794015403488,5.60275676367809
"376",23066,2002,8.18664185917868,9.20721265300287,7.15761451802621
"377",23176,2002,7.06070275250799,8.24713193910968,6.00191009882372
"378",23239,2002,9.6684989280902,10.6397897555758,8.67615901482189
"379",24050,2002,8.43176765322663,9.61082985203517,7.37303040490285
"380",24066,2002,7.86638509978534,8.87096532176316,6.83514291340331
"381",24176,2002,9.36899234816125,10.6474022181412,7.96895122343698
"382",24239,2002,8.91624219774694,9.87609348920933,7.98688967454793
"383",25050,2002,8.28802093355692,9.44230972676777,7.25454575446023
"384",25176,2002,8.34112116568434,9.39952464987254,7.20408637030044
"385",25239,2002,9.05944185926822,9.86947863262342,8.30255515456711
"386",26050,2002,NA,NA,NA
"387",26176,2002,7.58985804290403,8.73637377589418,6.52175059647527
"388",27050,2002,7.91044905002169,8.95009383919131,6.9167185947029
"389",28050,2002,7.50049946332933,8.50441108159182,6.33815181189128
"390",29050,2002,7.48632388885526,8.44055778023512,6.59008627733112
"391",30050,2002,8.39171714531946,9.35501852746775,7.43866942453833
"392",31050,2002,7.04020608084741,8.22776590841137,5.74471685769817
"393",32050,2002,6.73695786949403,7.53960437525786,5.86176333704983
"394",1032,2003,6.54413367770402,7.4530103641605,5.61172959988661
"395",1050,2003,7.32264655631967,8.21338735255008,6.46541253086616
"396",1066,2003,8.66369637429788,9.86884572992537,7.4105123440163
"397",1176,2003,6.71977491258249,7.76387389430099,5.67661073858527
"398",1225,2003,9.07268282566988,11.1388154858141,6.84382222626631
"399",1239,2003,8.84369466900512,10.0313318090909,7.64102167598981
"400",2032,2003,7.66649289842867,8.74369454335377,6.5637377775046
"401",2050,2003,8.13737603274158,8.97608754615138,7.35430215021395
"402",2066,2003,7.49357567153985,8.64152307209798,6.29607268171151
"403",2176,2003,8.09551350610001,9.24548789690927,7.02674948498694
"404",2225,2003,9.48184655495537,11.4171924415343,7.44975407665423
"405",2239,2003,9.58049086231486,10.6807663725157,8.53301759877159
"406",3032,2003,7.83843264800263,8.57937104518756,7.14663151407747
"407",3050,2003,7.11660417169226,7.9930353481474,6.22356305314664
"408",3066,2003,7.27308265551555,8.43380078604541,6.09957935610807
"409",3176,2003,6.99594947587023,8.20630086131431,5.78281853060126
"410",3225,2003,8.5506638467096,10.3934084997693,6.51014842596622
"411",3239,2003,8.30190581481596,9.21485119940178,7.4550038208581
"412",4032,2003,8.26067725357373,9.30249730389895,7.27174658493842
"413",4050,2003,9.16477420144239,10.1429158601293,8.21496124451304
"414",4066,2003,8.19140842487012,9.19940441188486,7.1568748835378
"415",4176,2003,9.89165510257956,11.0320200217974,8.7310782413886
"416",4225,2003,9.3301200893608,11.3877646219905,7.1894332869723
"417",4239,2003,10.0749560151639,11.3253750610574,8.78694279900754
"418",5032,2003,8.19921639061705,9.23260424308575,7.15675586741799
"419",5050,2003,8.04936539570797,8.79114877951733,7.25322669782574
"420",5066,2003,7.77839358826813,8.91400637731765,6.62704215904605
"421",5176,2003,7.09877901455532,8.24864636981944,5.95499154932399
"422",5225,2003,7.76957584619352,9.72527685328021,5.66187990887419
"423",5239,2003,8.75688708305307,9.85280028761756,7.65672911425336
"424",6032,2003,7.42367464910744,8.38923765534283,6.50805214998002
"425",6050,2003,7.49089189320445,8.27529541916724,6.64783535495898
